collection,repeat_id,decision,final_T,final_B_pool,k_requested,selected_policy,reference_policy,loss,success,param_error,seed
trec-covid,19,selection,10,868,10,trunc,best_in_menu_on_eval,0.0021172788335994674,True,,19901
trec-covid,20,recalibration,10,891,10,ad_probe,ad_c(full_target_scalar_reference),0.006849521046510154,False,55.2705697688524,20901
trec-covid,20,selection,10,891,10,glob_probe,best_in_menu_on_eval,0.002194068471645161,True,,20901
trec-covid,21,recalibration,10,943,10,ad_probe,ad_c(full_target_scalar_reference),0.0015586264399323202,True,12.691369608716457,21901
trec-covid,21,selection,10,943,10,glob_probe,best_in_menu_on_eval,0.0,True,,21901
trec-covid,22,recalibration,10,926,10,ad_probe,ad_c(full_target_scalar_reference),0.0007625938609537863,True,7.534291486908387,22901
trec-covid,22,selection,10,926,10,trunc,best_in_menu_on_eval,0.0,True,,22901
trec-covid,23,recalibration,10,953,10,ad_probe,ad_c(full_target_scalar_reference),0.0008720467171562385,True,11.771437796616283,23901
trec-covid,23,selection,10,953,10,glob_probe,best_in_menu_on_eval,0.0,True,,23901
trec-covid,24,recalibration,10,806,10,ad_probe,ad_c(full_target_scalar_reference),0.0031026033367346217,True,33.48840717737636,24901
trec-covid,24,selection,10,806,10,glob_probe,best_in_menu_on_eval,0.0,True,,24901
trec-covid,25,recalibration,10,877,10,ad_probe,ad_c(full_target_scalar_reference),0.00796122523713394,False,63.446454422966724,25901
trec-covid,25,selection,10,877,10,glob_probe,best_in_menu_on_eval,0.013354446103345352,False,,25901
trec-covid,26,recalibration,10,909,10,ad_probe,ad_c(full_target_scalar_reference),0.006971909390552589,False,60.53785779806583,26901
trec-covid,26,selection,10,909,10,glob_probe,best_in_menu_on_eval,0.0893859893473169,False,,26901
trec-covid,27,recalibration,10,915,10,ad_probe,ad_c(full_target_scalar_reference),0.00012395123616482095,True,1.378487496601167,27901
trec-covid,27,selection,10,915,10,glob_probe,best_in_menu_on_eval,0.0,True,,27901
trec-covid,28,recalibration,10,942,10,ad_probe,ad_c(full_target_scalar_reference),0.01314503055405225,False,59.99494593658477,28901
trec-covid,28,selection,10,942,10,trunc,best_in_menu_on_eval,0.0,True,,28901
trec-covid,29,recalibration,10,930,10,ad_probe,ad_c(full_target_scalar_reference),0.013579541468058398,False,128.65809718089457,29901
trec-covid,29,selection,10,930,10,glob_probe,best_in_menu_on_eval,0.0,True,,29901
trec-covid,30,recalibration,10,955,10,ad_probe,ad_c(full_target_scalar_reference),0.00782251268304801,False,79.65243244449721,30901
trec-covid,30,selection,10,955,10,trunc,best_in_menu_on_eval,0.0018601329916522191,True,,30901
trec-covid,31,recalibration,10,943,10,ad_probe,ad_c(full_target_scalar_reference),0.003734118610900672,True,37.78886901591136,31901
trec-covid,31,selection,10,943,10,glob_probe,best_in_menu_on_eval,0.0,True,,31901
trec-covid,32,recalibration,10,901,10,ad_probe,ad_c(full_target_scalar_reference),0.008994501117361775,False,75.4806856805011,32901
trec-covid,32,selection,10,901,10,trunc,best_in_menu_on_eval,0.0,True,,32901
trec-covid,33,recalibration,10,889,10,ad_probe,ad_c(full_target_scalar_reference),0.004611848555202247,True,27.444392658492063,33901
trec-covid,33,selection,10,889,10,glob_probe,best_in_menu_on_eval,0.004805836028987431,True,,33901
trec-covid,34,recalibration,10,894,10,ad_probe,ad_c(full_target_scalar_reference),0.004292171218085783,True,22.148562380429667,34901
trec-covid,34,selection,10,894,10,trunc,best_in_menu_on_eval,0.0015692655657851828,True,,34901
trec-covid,35,recalibration,10,844,10,ad_probe,ad_c(full_target_scalar_reference),0.007511514907314609,False,37.87472942839182,35901
trec-covid,35,selection,10,844,10,trunc,best_in_menu_on_eval,0.007514816807530966,True,,35901
trec-covid,36,recalibration,10,934,10,ad_probe,ad_c(full_target_scalar_reference),0.0007268433270989361,True,7.534291486908387,36901
trec-covid,36,selection,10,934,10,glob_probe,best_in_menu_on_eval,0.0,True,,36901
trec-covid,37,recalibration,10,926,10,ad_probe,ad_c(full_target_scalar_reference),0.0006379720695511848,True,8.63219359199661,37901
trec-covid,37,selection,10,926,10,glob_probe,best_in_menu_on_eval,0.0045064834757700956,True,,37901
trec-covid,38,recalibration,10,948,10,ad_probe,ad_c(full_target_scalar_reference),0.0006613558690073962,True,7.126293308257345,38901
trec-covid,38,selection,10,948,10,glob_probe,best_in_menu_on_eval,0.015787995577416947,False,,38901
trec-covid,39,recalibration,10,869,10,ad_probe,ad_c(full_target_scalar_reference),0.004077961256548135,True,44.8506130777439,39901
trec-covid,39,selection,10,869,10,trunc,best_in_menu_on_eval,0.019957335651349162,False,,39901
trec-covid,40,recalibration,10,914,10,ad_probe,ad_c(full_target_scalar_reference),0.011436020087989718,False,56.35229904657393,40901
trec-covid,40,selection,10,914,10,glob_probe,best_in_menu_on_eval,0.007134813135527107,True,,40901
trec-covid,41,recalibration,10,942,10,ad_probe,ad_c(full_target_scalar_reference),0.0007293586285501696,True,5.3832857950604875,41901
trec-covid,41,selection,10,942,10,trunc,best_in_menu_on_eval,0.0,True,,41901
trec-covid,42,recalibration,10,846,10,ad_probe,ad_c(full_target_scalar_reference),0.015495565233308639,False,68.44529327186035,42901
trec-covid,42,selection,10,846,10,trunc,best_in_menu_on_eval,0.0,True,,42901
trec-covid,43,recalibration,10,894,10,ad_probe,ad_c(full_target_scalar_reference),0.00875017628789121,False,47.98392361350659,43901
trec-covid,43,selection,10,894,10,glob_probe,best_in_menu_on_eval,0.0,True,,43901
trec-covid,44,recalibration,10,909,10,ad_probe,ad_c(full_target_scalar_reference),0.005862601588789151,False,29.546685997245135,44901
trec-covid,44,selection,10,909,10,glob_probe,best_in_menu_on_eval,0.016035662595532463,False,,44901
trec-covid,45,recalibration,10,986,10,ad_probe,ad_c(full_target_scalar_reference),0.0027564102287911396,True,21.390035925757843,45901
trec-covid,45,selection,10,986,10,trunc,best_in_menu_on_eval,0.0,True,,45901
trec-covid,46,recalibration,10,877,10,ad_probe,ad_c(full_target_scalar_reference),0.004255393528622697,True,23.787486682904955,46901
trec-covid,46,selection,10,877,10,glob_probe,best_in_menu_on_eval,0.0,True,,46901
trec-covid,47,recalibration,10,898,10,ad_probe,ad_c(full_target_scalar_reference),0.009104187895790927,False,80.4058856893339,47901
trec-covid,47,selection,10,898,10,glob_probe,best_in_menu_on_eval,0.007590835621427594,True,,47901
trec-covid,48,recalibration,10,934,10,ad_probe,ad_c(full_target_scalar_reference),0.0023925896100941424,True,28.852495211383257,48901
trec-covid,48,selection,10,934,10,glob_probe,best_in_menu_on_eval,0.012353072374151508,False,,48901
trec-covid,49,recalibration,10,976,10,ad_probe,ad_c(full_target_scalar_reference),0.015887278585768216,False,84.41214199574503,49901
trec-covid,49,selection,10,976,10,trunc,best_in_menu_on_eval,0.0,True,,49901
trec-covid,0,recalibration,20,1826,20,ad_probe,ad_c(full_target_scalar_reference),0.01515695153206198,False,77.56583510031817,2200423
trec-covid,0,selection,20,1826,20,glob_probe,best_in_menu_on_eval,0.02353894166618231,False,,2200423
trec-covid,1,recalibration,20,1865,20,ad_probe,ad_c(full_target_scalar_reference),0.0060928310507994965,False,63.446454422966724,2201423
trec-covid,1,selection,20,1865,20,trunc,best_in_menu_on_eval,0.0,True,,2201423
trec-covid,2,recalibration,20,1848,20,ad_probe,ad_c(full_target_scalar_reference),0.0072309603071196715,False,60.9588378985913,2202423
trec-covid,2,selection,20,1848,20,trunc,best_in_menu_on_eval,0.02736552863759978,False,,2202423
trec-covid,3,recalibration,20,1817,20,ad_probe,ad_c(full_target_scalar_reference),0.004372375349565805,True,33.095000997329294,2203423
trec-covid,3,selection,20,1817,20,trunc,best_in_menu_on_eval,0.03227846307745341,False,,2203423
trec-covid,4,recalibration,20,1848,20,ad_probe,ad_c(full_target_scalar_reference),0.0038573027129010784,True,37.78886901591136,2204423
trec-covid,4,selection,20,1848,20,glob_probe,best_in_menu_on_eval,0.03257420775540543,False,,2204423
trec-covid,5,recalibration,20,1857,20,ad_probe,ad_c(full_target_scalar_reference),0.001074749478689796,True,4.889755578031327,2205423
trec-covid,5,selection,20,1857,20,glob_probe,best_in_menu_on_eval,0.030923898772325265,False,,2205423
trec-covid,6,recalibration,20,1776,20,ad_probe,ad_c(full_target_scalar_reference),0.0026155119659011516,True,33.095000997329294,2206423
trec-covid,6,selection,20,1776,20,glob_probe,best_in_menu_on_eval,0.0,True,,2206423
trec-covid,7,recalibration,20,1830,20,ad_probe,ad_c(full_target_scalar_reference),0.0010035946652017236,True,3.877385511321222,2207423
trec-covid,7,selection,20,1830,20,glob_probe,best_in_menu_on_eval,0.007638390861376743,True,,2207423
trec-covid,8,recalibration,20,1838,20,ad_probe,ad_c(full_target_scalar_reference),0.004357924168614802,True,37.78886901591136,2208423
trec-covid,8,selection,20,1838,20,trunc,best_in_menu_on_eval,0.0,True,,2208423
trec-covid,9,recalibration,20,1802,20,ad_probe,ad_c(full_target_scalar_reference),0.008223464179208606,False,47.05933641168173,2209423
trec-covid,9,selection,20,1802,20,trunc,best_in_menu_on_eval,0.01706998377497193,False,,2209423
trec-covid,10,recalibration,20,1821,20,ad_probe,ad_c(full_target_scalar_reference),0.0024896790254009815,True,27.80797707536135,2210423
trec-covid,10,selection,20,1821,20,glob_probe,best_in_menu_on_eval,0.0,True,,2210423
trec-covid,11,recalibration,20,1759,20,ad_probe,ad_c(full_target_scalar_reference),0.00134033281709256,True,6.141812249732311,2211423
trec-covid,11,selection,20,1759,20,trunc,best_in_menu_on_eval,0.0,True,,2211423
trec-covid,12,recalibration,20,1883,20,ad_probe,ad_c(full_target_scalar_reference),0.0022858521999300496,True,18.89113791103773,2212423
trec-covid,12,selection,20,1883,20,trunc,best_in_menu_on_eval,0.030303752608020207,False,,2212423
trec-covid,13,recalibration,20,1850,20,ad_probe,ad_c(full_target_scalar_reference),6.17626735380794e-05,True,0.7585264546718236,2213423
trec-covid,13,selection,20,1850,20,glob_probe,best_in_menu_on_eval,0.0,True,,2213423
trec-covid,14,recalibration,20,1796,20,ad_probe,ad_c(full_target_scalar_reference),0.0017364054546957775,True,16.92501153357682,2214423
trec-covid,14,selection,20,1796,20,glob_probe,best_in_menu_on_eval,0.1550176020247631,False,,2214423
trec-covid,15,recalibration,20,1830,20,ad_probe,ad_c(full_target_scalar_reference),0.0023957670112726426,True,15.419111249837556,2215423
trec-covid,15,selection,20,1830,20,glob_probe,best_in_menu_on_eval,0.0,True,,2215423
trec-covid,16,recalibration,20,1819,20,ad_probe,ad_c(full_target_scalar_reference),0.000753437028116144,True,7.126293308257345,2216423
trec-covid,16,selection,20,1819,20,glob_probe,best_in_menu_on_eval,0.0,True,,2216423
trec-covid,17,recalibration,20,1877,20,ad_probe,ad_c(full_target_scalar_reference),9.116713224655015e-05,True,0.7585264546718236,2217423
